S/N,List Year,Date Recorded,Town,Address,Property Type,Assessed Value,Sale Amount
31777,2021,8/2/2022,North Canaan,70 CHURCH ST UNIT D6,Residential,"68,500","135,000"
31778,2021,8/2/2022,Southbury,33 OLD FIELD HILL RD #13,Residential,"233,810","442,500"
31779,2021,8/2/2022,Wallingford,50 SOUTH RIDGELAND RD,Residential,"138,600","315,000"
31780,2021,8/2/2022,Southington,27 MERIDEN AV,Commercial,"620,440","1,075,000"
31781,2021,8/2/2022,New Milford,257 CANDLEWOOD MTN,Residential,"215,480","454,500"
31782,2021,8/2/2022,Newington,21 PONDEROSA LN,Residential,"223,520","315,000"
31783,2021,8/2/2022,Stamford,27 LINDSTROM ROAD #A-10,Residential,"297,030","555,000"
31784,2021,8/2/2022,Stratford,61B CHEYENNE LANE,Residential,"141,400","489,900"
31785,2021,8/2/2022,New Haven,130 WINCHESTER AV #407,Residential,"122,885","252,500"
31786,2021,8/2/2022,Norwalk,49 NEWTOWN AVE,Residential,"389,000","952,000"
31787,2021,8/2/2022,Norwich,40 WEBER FARM RD,Residential,"220,700","385,000"
31788,2021,8/2/2022,Stonington,144 ELM ST,Residential,"191,800","550,000"
31789,2021,8/2/2022,Stamford,37 LEDGE LANE,Residential,"363,050","764,000"
31790,2021,8/2/2022,Newington,30 SUNRISE CIR,Residential,"65,770","135,000"
31791,2021,8/2/2022,New Haven,598 PROSPECT ST #B-6,Residential,"200,865","360,000"
31792,2021,8/2/2022,Ridgefield,52 OLCOTT WAY,Residential,"89,810","147,420"
31793,2021,8/2/2022,Stamford,72 FAIRMONT AVENUE,Residential,"367,320","635,000"
31794,2021,8/2/2022,Suffield,20 RATLEY RD,Residential,"135,730","300,000"
31795,2021,8/2/2022,Waterbury,102 FERNDALE AVE,Residential,"73,480","235,000"
31796,2021,8/2/2022,Seymour,18 DEERFIELD DR,Residential,"179,620","360,000"
31797,2021,8/2/2022,South Windsor,2708 MILL POND DRIVE,Residential,"114,400","290,000"
31798,2021,8/2/2022,Wallingford,52 PIERSON DR,Residential,"197,600","360,000"
31799,2021,8/2/2022,New Milford,92 TOWN FARM RD,Residential,"327,840","595,000"
31800,2021,8/2/2022,Waterbury,24 LAUREL ST,Residential,"56,060","189,000"
31801,2021,8/2/2022,South Windsor,1475 ELLINGTON ROAD,Residential,"277,200","500,000"
31802,2021,8/2/2022,Norwalk,213.5 WEST ROCKS RD,Residential,"377,700","775,000"
31803,2021,8/2/2022,Thompson,67 THOMPSON HILL RD,Residential,"109,000","280,000"
31804,2021,8/2/2022,Stratford,11 MILL RIVER DRIVE,Residential,"169,750","417,500"
31805,2021,8/2/2022,Southington,540 BERLIN ST,Residential,"251,910","485,000"
31806,2021,8/2/2022,Norwalk,8 JAYNE WAY,Residential,"511,390","927,000"
31807,2021,8/2/2022,Wallingford,55 FRITZ CT,Residential,"207,000","375,000"
31808,2021,8/2/2022,Norwich,249 ELIZABETH ST EXT,Residential,"107,700","310,000"
31809,2021,8/2/2022,Waterbury,28 YOUNG ST,Residential,"58,360","249,000"
31810,2021,8/2/2022,Newington,15 HIGH RIDGE RD,Residential,"153,970","310,000"
31811,2021,8/2/2022,Ridgefield,54 SPLIT LEVEL RD,Residential,"326,550","660,000"
31812,2021,8/2/2022,Norwalk,47 WILTON AVE,Residential,"338,980","585,000"
31813,2021,8/2/2022,Simsbury,7 ROBIN ROAD,Residential,"155,970","321,000"
31814,2021,8/2/2022,Newington,253 DIX AVE,Residential,"141,410","171,537"
31815,2021,8/2/2022,New Haven,17 PINE ST,Residential,"193,690","395,000"
31816,2021,8/2/2022,Stratford,531A NARRAGANSET LANE,Residential,"263,060","490,000"
31817,2021,8/2/2022,Newington,76 SUPERIOR AVE,Residential,"118,340","245,000"
31818,2021,8/2/2022,South Windsor,196 KRAWSKI DRIVE,Vacant Land,"81,300","199,900"
31819,2021,8/2/2022,Stamford,48 CHATHAM ROAD,Residential,"436,450","1,100,000"
31820,2021,8/2/2022,Suffield,56 SUFFIELD MEADOW DR,Residential,"94,990","175,000"
31821,2021,8/2/2022,New Haven,24 MORSE PL,Residential,"124,600","147,000"
31822,2021,8/2/2022,Sharon,296 WEST CORNWALL RD,Residential,"135,100","370,000"
31823,2021,8/2/2022,Newtown,93 SUZIE DRIVE,Residential,"249,620","515,000"
31824,2021,8/2/2022,New Hartford,291 COTTON HILL ROAD,Residential,"325,885","800,000"
31825,2021,8/2/2022,Stamford,46 INTERLAKEN ROAD,Residential,"395,280","780,000"
31826,2021,8/2/2022,Waterbury,101 TAFT POINTE #2,Residential,"83,060","180,000"
31827,2021,8/2/2022,Weston,9 TWIN OAK LANE,Residential,"743,680","1,924,000"
31828,2021,8/2/2022,West Hartford,44 AVONDALE ROAD,Residential,"337,155","755,000"
31829,2021,8/2/2022,Westport,1 CROW HOLLOW LANE,Residential,"346,100","575,000"
31830,2021,8/2/2022,Woodbury,42 CLUBHOUSE DR,Residential,"84,140","255,000"
31831,2021,8/2/2022,Westport,12 TERRA NOVA CIRCLE,Residential,"601,500","1,200,000"
31832,2021,8/2/2022,Woodbridge,207 RIMMON RD,Residential,"246,120","448,000"
31833,2021,8/2/2022,Windham,75 LEBANON AVE,Residential,"94,100","250,000"
31834,2021,8/2/2022,West Haven,115 SPRING ST,Residential,"171,220","320,000"
31835,2021,8/2/2022,Waterford,11 WINTERGREEN DRIVE,Residential,"106,280","275,000"
31836,2021,8/2/2022,Waterford,802 VAUXHALL ST EXT,Residential,"147,740","402,000"
31837,2021,8/2/2022,Watertown,79 SCOTT AVE,Residential,"159,400","450,000"
31838,2021,8/2/2022,Westport,7 LOCKWOOD CIRCLE,Residential,"565,900","895,000"
31839,2021,8/2/2022,West Hartford,270 BLOOMFIELD AVENUE,Residential,"305,193","485,000"
31840,2021,8/2/2022,Woodbury,20 ROXBURY RD,Residential,"237,820","475,000"
31841,2021,8/2/2022,West Haven,6 WALLACE ST,Residential,"118,300","311,000"
31842,2021,8/2/2022,Windham,226 & 226R MANSFIELD AVE,Residential,"85,710","189,500"
31843,2021,8/2/2022,Watertown,99 CALLENDAR RD,Industrial,"867,800","1,000,000"
31844,2021,8/2/2022,West Hartford,66 GRISWOLD DRIVE,Residential,"331,975","757,500"
31845,2021,8/2/2022,West Haven,50 PECK AVE,Residential,"131,320","225,000"
31846,2021,8/2/2022,West Hartford,18 GOVERNORS ROW,Residential,"262,150","250,000"
31847,2021,8/2/2022,Watertown,20 MANILA ST,Residential,"152,200","310,000"
31848,2021,8/2/2022,West Haven,277 PECK AVE,Residential,"111,650","250,000"
31849,2021,8/2/2022,Westport,46 COLEYTOWN ROAD,Residential,"744,300","1,795,000"
31850,2021,8/2/2022,Woodbury,8 STONE HOLLOW RD,Residential,"540,490","1,275,000"
31851,2021,8/2/2022,West Hartford,1146 BOULEVARD,Residential,"261,840","460,000"
31852,2021,8/2/2022,West Hartford,27 BURGOYNE STREET UNIT E,Residential,"104,580","169,000"
31853,2021,8/2/2022,Windham,59 BELLA VISTA DR,Residential,"122,580","320,000"
31854,2021,8/2/2022,West Haven,343 BEACH ST #505,Residential,"183,330","420,000"
31855,2021,8/2/2022,Weston,31 SILVER RIDGE COMMON,Residential,"587,250","1,275,000"
31856,2021,8/2/2022,Westport,30 MAPLEWOOD AVENUE,Residential,"341,900","700,000"
31857,2021,8/2/2022,Windham,579 NO WINDHAM RD,Commercial,"1,082,250","1,000,000"
31858,2021,8/2/2022,Wilton,31 MILLSTONE RD,Residential,"653,310","1,431,000"
31859,2021,8/2/2022,Waterford,37 SHORE DRIVE,Residential,"178,240","404,000"
31860,2021,8/2/2022,West Haven,275 DERBY AVE,Commercial,"238,490","480,000"
31861,2021,8/2/2022,Westport,7 EASTON ROAD,Residential,"852,000","2,200,000"
31862,2021,8/2/2022,Woodbridge,244 ANSONIA RD,Residential,"115,510","857,400"
31863,2021,8/3/2022,Fairfield,451 SOUTH BENSON ROAD,Residential,"395,080","725,000"
31864,2021,8/3/2022,Bridgeport,475 COURTLAND AVE,Residential,"255,430","300,000"
31865,2021,8/3/2022,Bloomfield,4 TRINITY CIR,Residential,"138,740","294,000"
31866,2021,8/3/2022,Middletown,80 ASTON LA,Residential,"95,030","298,200"
31867,2021,8/3/2022,Harwinton,5 TWENTY FOUR BUMPER,Residential,"144,900","350,000"
31868,2021,8/3/2022,Ansonia,179 HODGE AVE,Residential,"115,500","350,000"
31869,2021,8/3/2022,New Britain,22 EASTWICK RD,Residential,"84,070","208,000"
31870,2021,8/3/2022,Ledyard,770 COLONEL LEDYARD HWY,Residential,"124,530","215,000"
31871,2021,8/3/2022,East Windsor,35 CLARK RD,Residential,"145,700","290,000"
31872,2021,8/3/2022,Bristol,76 HARMONY RD,Residential,"161,240","290,000"
31873,2021,8/3/2022,Haddam,22 LITTLE FAWN TRAIL,Residential,"204,200","509,000"
31874,2021,8/3/2022,Farmington,9 DORSET LANE,Residential,"339,220","795,000"
31875,2021,8/3/2022,Hamden,1410 WHITNEY AVE UC1,Residential,"85,890","212,000"
31876,2021,8/3/2022,Danbury,231 FRANKLIN ST EXT,Residential,"241,000","560,000"
31877,2021,8/3/2022,Cheshire,492 WESTLAND AVE,Residential,"241,580","550,000"
31878,2021,8/3/2022,Fairfield,66 FLAX ROAD,Residential,"442,050","1,225,000"
31879,2021,8/3/2022,Hamden,99 WOODLAWN ST,Residential,"175,560","352,000"
31880,2021,8/3/2022,Glastonbury,27-2 NAUBUC AVE,Residential,"207,200","410,000"
31881,2021,8/3/2022,Chaplin,26 & 30 BEDLAM RD,Residential,"171,700","432,000"
31882,2021,8/3/2022,Bristol,90 MOODY ST,Residential,"122,920","249,900"
31883,2021,8/3/2022,Naugatuck,38 MARC STREET,Residential,"150,850","345,000"
31884,2021,8/3/2022,Bloomfield,9 TANGLEWOOD CT,Residential,"73,150","207,000"
31885,2021,8/3/2022,Danbury,4 CHARCOAL RIDGE DR S,Residential,"190,600","460,000"
31886,2021,8/3/2022,Derby,5 WC BROOKSIDE COMMONS,Residential,"111,230","272,500"
31887,2021,8/3/2022,Killingly,16 IRENE ST,Residential,"134,400","304,000"
31888,2021,8/3/2022,Farmington,9506 TALCOTT NOTCH ROAD,Vacant Land,"125,230","115,000"
31889,2021,8/3/2022,Bridgeport,248 HANSEN AVE,Residential,"162,748","230,000"
31890,2021,8/3/2022,Ledyard,1670 CENTER GROTON RD,Residential,"185,850","408,000"
31891,2021,8/3/2022,New Canaan,15 CARRIAGE LA,Residential,"1,706,320","3,145,000"
31892,2021,8/3/2022,Ellington,43 HILLSIDE DR,Residential,"190,940","450,000"
31893,2021,8/3/2022,Bristol,46-48 BRADLEY ST,Residential,"110,040","280,000"
31894,2021,8/3/2022,Bridgeport,416 BOSTON AVE #418,Residential,"171,561","400,000"
31895,2021,8/3/2022,New Britain,18 DWIGHT CT,Residential,"90,510","220,000"
31896,2021,8/3/2022,Franklin,ROUTE 32,Vacant Land,"132,110","290,000"
31897,2021,8/3/2022,Farmington,6 NEWBERRY COURT,Residential,"337,080","765,000"
31898,2021,8/3/2022,New Fairfield,52 CANDLE HILL RD,Residential,"166,000","270,000"
31899,2021,8/3/2022,Middletown,1001 CHAMBERLAIN HILL RD,Residential,"248,310","628,300"
31900,2021,8/3/2022,Darien,48 KENSETT LANE,Residential,"1,142,680","2,040,000"
31901,2021,8/3/2022,Granby,37 HUNT GLEN DR,Residential,"168,700","405,000"
31902,2021,8/3/2022,East Windsor,29B FOLKSTONE RD,Residential,"93,520","192,000"
31903,2021,8/3/2022,Monroe,39 NORTHWOOD RD,Residential,"296,200","680,000"
31904,2021,8/3/2022,Bolton,183 HEBRON RD,Residential,"137,500","232,500"
31905,2021,8/3/2022,New Fairfield,9 ROSETON RD,Residential,"130,100","295,000"
31906,2021,8/3/2022,Middletown,79 RISING TRAIL DR,Residential,"75,850","190,000"
31907,2021,8/3/2022,Hamden,203 HAVERFORD ST,Residential,"144,200","310,000"
31908,2021,8/3/2022,Cheshire,1120 COLEMAN RD,Residential,"270,470","575,500"
31909,2021,8/3/2022,Farmington,11 WORTHINGTON DRIVE #32,Residential,"217,120","487,000"
31910,2021,8/3/2022,Naugatuck,302 MULBERRY STREET,Residential,"106,970","130,000"
31911,2021,8/3/2022,Danbury,231 FRANKLIN ST EXT,Residential,"241,000","560,000"
31912,2021,8/3/2022,Berlin,1827 CHAMBERLAIN HWY,Residential,"203,900","252,000"
31913,2021,8/3/2022,Bridgeport,367-C GRANFIELD AVE BLDG 5,Commercial,"15,358,340","15,000"
31914,2021,8/3/2022,Killingly,16 HILLSIDE TERRACE,Residential,"11,410","53,000"
31915,2021,8/3/2022,Hamden,78 SANDQUIST CR,Residential,"143,570","285,000"
31916,2021,8/3/2022,New Canaan,55 BEACON HILL LA,Residential,"1,655,920","2,449,000"
31917,2021,8/3/2022,Middletown,156 CARRIAGE CROSSING LA,Residential,"66,770","161,000"
31918,2021,8/3/2022,Farmington,54 HIGHWOOD ROAD,Residential,"229,280","450,000"
31919,2021,8/3/2022,New Britain,132 PINEHURST AVE,Residential,"27,440","368,000"
31920,2021,8/3/2022,Clinton,70 RIVERSIDE DR #50-04,Residential,"15,600","31,000"
31921,2021,8/3/2022,Danbury,136 PEMBROKE RD 8-76,Residential,"118,100","210,000"
31922,2021,8/3/2022,Killingly,29 ST JAMES ROW,Residential,"39,620","185,000"
31923,2021,8/3/2022,Granby,153 DAY ST,Vacant Land,"12,920","163,000"
31924,2021,8/3/2022,Avon,269 ARCH ROAD,Residential,"215,980","529,000"
31925,2021,8/3/2022,Ellington,1 ABBOTT RD 161,Residential,"79,180","182,000"
31926,2021,8/3/2022,Farmington,244 NEW BRITAIN AVE #14,Residential,"73,270","165,000"
31927,2021,8/3/2022,Bristol,454 STEVENS ST,Residential,"116,900","220,000"
31928,2021,8/3/2022,Killingly,1063 DAVIS AV,Residential,"116,550","185,000"
31929,2021,8/3/2022,Easton,80 WEDGEWOOD DRIVE,Residential,"364,560","650,000"
31930,2021,8/3/2022,Naugatuck,312 MULBERRY STREET,Residential,"97,600","130,000"
31931,2021,8/3/2022,Danbury,2A JEANETTE RD 38,Residential,"128,100","280,000"
31932,2021,8/3/2022,Berlin,46 CHESTNUT ST,Residential,"249,700","525,000"
31933,2021,8/3/2022,Avon,14 CHRISTIAN DRIVE,Residential,"198,680","405,000"
31934,2021,8/3/2022,East Hampton,8 ARDEN DR,Residential,"229,370","502,000"
31935,2021,8/3/2022,Middletown,394 HIGH ST,Residential,"126,050","297,000"
31936,2021,8/3/2022,Darien,14 HALE LA,Residential,"540,050","1,149,000"
31937,2021,8/3/2022,Monroe,50 WHITEWOOD DRIVE,Residential,"267,000","530,000"
31938,2021,8/3/2022,Mansfield,153 BEECH MTN RD,Residential,"304,700","600,000"
31939,2021,8/3/2022,Bridgeport,21 CLEVELAND AVE #23,Residential,"213,830","489,498"
31940,2021,8/3/2022,Hamden,240 BRAESIDE DR,Residential,"189,560","385,500"
31941,2021,8/3/2022,East Windsor,113 GREENWOODS LANE,Residential,"79,280","186,000"
31942,2021,8/3/2022,Middletown,8 LITTLE RIVER LA,Residential,"124,130","285,000"
31943,2021,8/3/2022,Farmington,2 OLD VILLAGE LANE,Residential,"272,350","460,000"
31944,2021,8/3/2022,Ansonia,179 HODGE AVE,Residential,"115,500","350,000"
31945,2021,8/3/2022,Fairfield,286 OLD STRATFIELD ROAD,Residential,"233,590","480,000"
31946,2021,8/3/2022,Naugatuck,928 NEW HAVEN ROAD,Residential,"59,760","275,000"
31947,2021,8/3/2022,Killingly,139 PINEVILLE RD,Residential,"105,630","160,000"
31948,2021,8/3/2022,Guilford,148 SO HOOP POLE RD,Residential,"188,290","460,000"
31949,2021,8/3/2022,Danbury,47 KING ST,Residential,"207,100","575,000"
31950,2021,8/3/2022,Bethel,52 IDLEWOOD UNIT 127,Residential,"109,550","280,000"
31951,2021,8/3/2022,Bridgeport,97 STOEHRS PL & 100 FERN ST,Residential,"180,340","380,000"
31952,2021,8/3/2022,Farmington,28 BRENTWOOD DRIVE,Residential,"252,370","485,000"
31953,2021,8/3/2022,Hamden,119 WEST SIDE DR,Residential,"109,830","250,000"
31954,2021,8/3/2022,Ledyard,38 ARROWHEAD DR,Residential,"119,420","274,000"
31955,2021,8/3/2022,Middletown,236 MAPLE SHADE RD,Residential,"283,540","610,000"
31956,2021,8/3/2022,Easton,69 NORTH PARK AVENUE,Residential,"685,090","1,485,000"
31957,2021,8/3/2022,Hamden,38 TOWNE HOUSE RD U38,Residential,"78,260","172,000"
31958,2021,8/3/2022,Danbury,65 PADANARAM RD,Residential,"163,400","410,000"
31959,2021,8/3/2022,Naugatuck,1081-7C NEW HAVEN RAOD,Residential,"54,060","150,000"
31960,2021,8/3/2022,North Branford,287 OLD POST RD,Residential,"212,600","377,000"
31961,2021,8/3/2022,Waterbury,168 FABER AVE,Residential,"80,820","150,000"
31962,2021,8/3/2022,Portland,28 MIDDLESEX AVE EXT,Residential,"155,680","325,000"
31963,2021,8/3/2022,Stratford,316 BIRDSEYE STREET,Residential,"124,880","196,500"
31964,2021,8/3/2022,Waterbury,13 POPLAR PL,Residential,"84,730","130,000"
31965,2021,8/3/2022,Norwalk,2 OAKLEDGE CIRCLE,Residential,"285,880","625,000"
31966,2021,8/3/2022,Southington,133 MILLDALE AV,Residential,"154,160","310,000"
31967,2021,8/3/2022,Newington,32 SURREY DR,Residential,"77,250","210,000"
31968,2021,8/3/2022,Orange,385 PINE TREE DR,Residential,"386,600","780,000"
31969,2021,8/3/2022,Simsbury,12F WIGGINS FARM DRIVE,Residential,"101,060","227,000"
31970,2021,8/3/2022,Torrington,547 RIVERSIDE AVE,Residential,"72,620","180,000"
31971,2021,8/3/2022,New Haven,68 HARBOUR CLOSE #B-15,Residential,"120,750","190,000"
31972,2021,8/3/2022,Norwich,109 WASHINGTON ST,Residential,"95,400","153,000"
31973,2021,8/3/2022,Stamford,88 SOUTHFIELD AVENUE #106,Residential,"212,210","420,000"
31974,2021,8/3/2022,Wallingford,121 COLONIAL HILL,Residential,"141,900","321,000"
31975,2021,8/3/2022,Redding,12 WINDY HILL RD,Residential,"428,600","940,000"
31976,2021,8/3/2022,Newtown,34 TAUNTON LAKE DRIVE,Residential,"212,040","350,000"
31977,2021,8/3/2022,New Haven,270 HUNTINGTON ST,Residential,"202,720","485,000"
31978,2021,8/3/2022,Orange,490 RIDGEVIEW RD,Residential,"244,200","450,000"
31979,2021,8/3/2022,Tolland,188 BABCOCK ROAD,Vacant Land,"47,300","58,000"
31980,2021,8/3/2022,Stamford,49 COVENTRY ROAD,Residential,"500,060","1,000,000"
31981,2021,8/3/2022,Ridgefield,1 WASHINGTON AVE,Residential,"485,420","857,000"
31982,2021,8/3/2022,Wallingford,438 SOUTH MAIN ST,Residential,"184,000","379,000"
31983,2021,8/3/2022,New Haven,375 CENTRAL AV,Residential,"271,180","550,000"
31984,2021,8/3/2022,Thompson,154 SAND DAM RD,Vacant Land,"3,450","245,000"
31985,2021,8/3/2022,Rocky Hill,18 BOULDER DRIVE,Residential,"382,760","710,100"
31986,2021,8/3/2022,Stamford,127 GREYROCK PLACE #502,Residential,"214,870","415,000"
31987,2021,8/3/2022,New Haven,77 DAVIS ST,Residential,"209,685","450,000"
31988,2021,8/3/2022,Southbury,510 B HERITAGE VILLAGE,Residential,"86,250","185,000"
31989,2021,8/3/2022,Plainfield,45 MAIN ST UNIT 211,Residential,"40,790","126,000"
31990,2021,8/3/2022,Waterbury,59 WESTWOOD AVE #6,Residential,"52,400","155,000"
31991,2021,8/3/2022,Old Saybrook,27 FENBROOK RD,Residential,"260,700","575,000"
31992,2021,8/3/2022,Newington,17 COPPER BEECH LN,Residential,"231,200","495,000"
31993,2021,8/3/2022,New Haven,100 YORK ST #10-O,Commercial,1,"125,000"
31994,2021,8/3/2022,Newtown,3 WILDERNESS WEST ROAD,Residential,"267,420","540,000"
31995,2021,8/3/2022,Waterbury,39 RED MAPLE LN,Residential,"220,460","509,000"
31996,2021,8/3/2022,Old Lyme,40 PORTLAND AVE,Residential,"223,000","591,900"
31997,2021,8/3/2022,Orange,278 HUNTING HILL RD,Residential,"230,200","485,000"
31998,2021,8/3/2022,Thompson,48 OAK HILL DR,Residential,"120,300","295,500"
31999,2021,8/3/2022,Southington,77 CARTER LN,Residential,"167,980","275,000"
32000,2021,8/3/2022,Simsbury,19 HOSKINS ROAD,Residential,"143,440","325,000"
32001,2021,8/3/2022,Waterbury,831 WASHINGTON AVE EXT,Residential,"69,350","178,000"
32002,2021,8/3/2022,Wallingford,141 BRENTWOOD DR,Residential,"104,700","210,000"
32003,2021,8/3/2022,Washington,9 + 10 CARMEL HILL + 125 NETTL,Residential,"1,496,940","1,850,000"
32004,2021,8/3/2022,Stafford,33 WALES RD,Residential,"216,020","570,000"
32005,2021,8/3/2022,Stamford,25 FOXWOOD ROAD,Residential,"595,090","1,392,000"
32006,2021,8/3/2022,Norwalk,69 EAST AVE,Commercial,"1,491,040","3,200,000"
32007,2021,8/3/2022,Norwich,177 WHIPPLE AVE,Residential,"62,800","199,000"
32008,2021,8/3/2022,Redding,37 WHORTLEBERRY RD,Vacant Land,"162,900","210,000"
32009,2021,8/3/2022,Ridgefield,2 DAISY LANE,Residential,"173,900","365,000"
32010,2021,8/3/2022,Wallingford,950 N32 ROCK HILL RD,Residential,"195,100","241,501"
32011,2021,8/3/2022,New Haven,438 WHITNEY AV #15,Residential,"169,435","330,480"
32012,2021,8/3/2022,Newtown,7 MALTBIE ROAD,Residential,"297,930","740,000"
32013,2021,8/3/2022,Somers,32 SCHOOL ST,Residential,"149,500","247,000"
32014,2021,8/3/2022,Portland,77 FREESTONE AVE,Residential,"170,380","310,000"
32015,2021,8/3/2022,Stamford,2435 BEDFORD STREET #21-19,Residential,"271,940","476,500"
32016,2021,8/3/2022,Waterbury,1492 NORTH MAIN ST,Commercial,"238,430","340,000"
32017,2021,8/3/2022,Norwalk,7 POND ST,Residential,"1,007,720","1,780,000"
32018,2021,8/3/2022,Putnam,58 WOODSTOCK AVE,Residential,"86,700","207,000"
32019,2021,8/3/2022,Thompson,326 RAVENELLE RD,Residential,"145,100","262,500"
32020,2021,8/3/2022,Simsbury,15 SPRUCE LANE,Residential,"420,090","875,000"
32021,2021,8/3/2022,New Milford,12 BARNS LN,Residential,"226,150","500,000"
32022,2021,8/3/2022,Norwalk,13 POND ST,Residential,"996,430","2,460,000"
32023,2021,8/3/2022,Old Lyme,376 SHORE RD,Residential,"323,500","550,000"
32024,2021,8/3/2022,Stamford,60 QUAKER RIDGE ROAD,Residential,"459,200","832,000"
32025,2021,8/3/2022,Ridgefield,28 LOST MINE PL,Residential,"817,100","1,400,000"
32026,2021,8/3/2022,Torrington,88 WOODSIDE CIR,Residential,"59,560","195,000"
32027,2021,8/3/2022,Old Saybrook,68 INGHAM HILL RD,Residential,"269,800","542,000"
32028,2021,8/3/2022,Tolland,168 TOLLAND STAGE ROAD,Vacant Land,600,"138,000"
32029,2021,8/3/2022,Waterbury,925 ORONOKE RD #22I,Residential,"65,360","200,000"
32030,2021,8/3/2022,Thompson,0 OAK HILL DR,Vacant Land,"2,900","295,500"
32031,2021,8/3/2022,Redding,5 UMPAWAUG RD,Residential,"399,100","985,000"
32032,2021,8/3/2022,Waterbury,687 LAKESIDE BLVD WEST,Residential,"181,670","385,000"
32033,2021,8/3/2022,New Haven,817 GRAND AV #202,Residential,"156,695","265,000"
